Title
Cowspiracy: The Sustainability Secret
2014
Seaspiracy
2021
Plastic Paradise: The Great Pacific Garbage Patch
2013
Tetris: From Russia with Love
2004
The King of Kong: A Fistful of Quarters
2007
Man vs. Snake
2015
High Score
2020
Console Wars
2020
Indie Game: The Movie
2012
Gameplay: The Story of the Videogame Revolution
2015
Chasing Ghosts: Beyond the Arcade
2007
Insert Coin
2020
Nintendo Quest
2015
Atari: Game Over
2014
Once Upon Atari
2003
GameStop: The Wall Street Hijack
2021
GameStop: Rise of the Players
2022
Video Games: The Movie
2014
Pretending I’m a Superman: The Tony Hawk Video Game Story
2020
Grounded: Making The Last of Us
2013
10 Years of Tomb Raider: A GameTap Retrospective
2008
Burning Hope: The Making of Hitman Absolution
2012
Raising Kratos
2019
Inside Job
2010
Enron: The Smartest Guys in the Room
2005
Born in Syria
2016
Born in Gaza
2014
For Sama
2019
The Return: Life After ISIS
2021
Zero Days
2016
Client 9: The Rise and Fall of Eliot Spitzer
2010
Magic Trip: Ken Kesey’s Search for a Kool Place
2011
Taxi to the Dark Side
2007
No End in Sight
2007
Gonzo: The Life and Work of Dr. Hunter S. Thompson
2008
Mea Maxima Culpa: Silence in the House of God
2012
Untouchable
2019
Jeffrey Epstein: Filthy Rich
2020
Ghislaine Maxwell: Filthy Rich
2022
Quiet on Set: The Dark Side of Kids TV
2024
Dirty John: The Dirty Truth
2019
The Man Who Would Be Polka King
2009
Todd McFarlane: Like Hell I Won’t
2020
Very Ralph
2019
McQueen
2018
Made in Milan
1990
Bomb It
2007
Regarding Susan Sontag
2014
The Light Bulb Conspiracy
2010
Behind the Curve
2018
"Ashley Madison: Sex, Lies & Scandal"
2024
"Let’s Play, Boy"
2008
"Hugh Hefner: Playboy, Activist and Rebel"
2009
Hugh Hefner: American Playboy
2003
Queen of the Deuce
2022
Money Shot: The Pornhub Story
2023
Artem & Eva
2023
When Rated X Ruled the World
2004
After Porn Ends
2012
After Porn Ends 2
2017
After Porn Ends 3
2018
Thinking XXX
2004
Stormy
2024
X-Rated: The Greatest Adult Movies of All Time
2015
Wadd: The Life & Times of John C. Holmes
1999
Porn Star: The Legend of Ron Jeremy
2001
Rocco
2016
"Come to Las Vegas, Baby"
2009
Flesh for Sale
2005
Porn On The Brain
2013
A Gray State
2017
13th
2016
Freeway: Crack in the System
2014
The Seven Five
2014
Oklahoma City
2017
Let It Fall: Los Angeles 1982-1992
2017
Time: The Kalief Browder Story
2017
Winter on Fire: Ukraine’s Fight for Freedom
2015
Strong Island
2017
L.A. Burning: The Riots 25 Years Later
2017
Gates of Heaven
1978
The Madness and Misadventures of Munchausen
2008
Traveling with Che Guevara
2004
Chevolution
2008
Carousella
1966
Elena
2012
José & Pilar
2010
The Good Son: The Life of Ray Boom Boom Mancini
2013
The Death and Life of Marsha P. Johnson
2017
Disclosure
2020
Author: The JT LeRoy Story
2016
E-Team
2014
Map
2012
Page One: Inside the New York Times
2011
Crude
2009
Plot for Peace
2013
Ghosts of the Abyss
2003
Sons of the Clouds: The Last Colony
2012
"Moi, un Noir"
1959
The Green Book: Guide to Freedom
2019
Free Angela and All Political Prisoners
2012
Dreamland: The Burning of Black Wall Street
2021
Black Panthers
1968
The Black Panthers: Vanguard of the Revolution
2015
Blood Brothers: Malcolm X & Muhammad Ali
2021
The Central Park Five
2012
I Am Not Your Negro
2016
The House I Live In
2012
Uncle Tom
2020
Black Power: A British Story of Resistance
2021
The Stand: How One Gesture Shook the World
2020
The Black Godfather
2019
What Was Ours
2016
Welcome to Chechnya
2020
Girl Rising
2013
Athlete A
2020
Phoenix Rising
2022
The Thin Blue Line
1988
Otaku - Children of the Virtual Empire
1994
Tokyo Idols
2017
One Child Nation
2019
Hillbilly
2018
Roberto Saviano: Writing Under Police Protection
2016
Mafia Is Not What It Used to Be
2019
Shooting the Mafia
2019
Cutie and the Boxer
2013
The Wolfpack
2015
Turlock
2013
The White Helmets
2016
Montalbano and Me: Andrea Camilleri
2014
Ridendo e scherzando - Ritratto di un regista all’italiana
2015
Aileen Wuornos: The Selling of a Serial Killer
1992
Aileen: Life and Death of a Serial Killer
2003
Conversations with a Killer: The Jeffrey Dahmer Tapes
2022
Dahmer on Dahmer: A Serial Killer Speaks
2017
Night Stalker: The Hunt for a Serial Killer
2021
Earthlings
2005
Unity
2015
Being Canadian
2015
Sweet Micky for President
2015
Our Godfather
2019
Larry Flynt: The Right to Be Left Alone
2007
In the Beginning There Was Light
2010
The Wicker Man Enigma
2001
Boiled Angels: The Trial of Mike Diana
2018
1916
2016
Shackleton’s Antarctic Adventure
2001
The Endurance
2000
Going Upriver: The Long War of John Kerry
2004
In The Blood
1989
Dads
2019
America The Beautiful
2008
Hand Held
2010
The Work
2017
El último verano
2016
Maiden
2018
Mosul
2019
Let It Be Law
2019
Push
2019
A Secret Love
2020
@ in the mood for love
2000
Cause: The Birth of Hero
2002
Roaring Currents: The Road of the Admiral
2015
Southern Comfort
2001
Together
2010
Zoo
2007
My Octopus Teacher
2020
Rise of the Warrior Apes
2017
And We Go Green
2019
Twice: The Extraordinary Life of Tsutomu Yamaguchi
2010
Last Breath
2019
The Rescue
2021
13 Lost: The Untold Story of the Thai Cave Rescue
2020
The Trapped 13: How We Survived The Thai Cave
2022
The American Meme
2018
We Are Legion: The Story of the Hacktivists
2012
Feels Good Man
2020
Q: Into the Storm
2021
Four Hours at the Capitol
2021
Storming the Capitol: The Inside Story
2021
This Place Rules
2022
After Truth: Disinformation and the Cost of Fake News
2020
Jago: A Life Underwater
2015
Naughty Books
2020
Ore Ru
2015
Bukowski: Born Into This
2003
Neil Gaiman: Dream Dangerously
2016
Crumb
1994
The Confessions of Robert Crumb
1987
"René Goscinny, profession : Humoriste"
1998
Jack Kirby: Story Teller
2007
The Mindscape of Alan Moore
2003
"Valérian, histoire d’une création"
2017
"Hugo Pratt, trait pour trait"
2016
Frazetta: Painting with Fire
2003
"Who Are You, Charlie Brown?"
2021
Mike Mignola: Drawing Monsters
2022
Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles
2014
The Image Revolution
2013
Celebrating Marvel’s Stan Lee
2019
With Great Power: The Stan Lee Story
2010
Marvel’s Captain America: 75 Heroic Years
2016
The Science of Superman
2006
Slugfest
2021
Comic-Con Episode IV: A Fan’s Hope
2011
Dark Star: H. R. Giger’s World
2014
Roger Rabbit and the Secrets of Toon Town
1988
Class Action Park
2020
Made in Mexico
2012
The Alchemists of Sound
2003
"Agatha Christie, the Queen of Crime"
2018
Guerrero
2017
Guerrero
2017
Faustina: Love and Mercy
2019
An Open Secret
2014
Boys State
2020
Girls State
2024
Loot
2008
Happy People: A Year in the Taiga
2010
An Honest Liar
2014
Web Junkie
2013
Swiped: Hooking Up in the Digital Age
2018
The Tinder Swindler
2022
The Social Dilemma
2020
Generation YouTube
2015
TikTok
2021
The Emoji Story
2019
White Hot: The Rise & Fall of Abercrombie & Fitch
2022
Unbranded
2015
Murder to Mercy: The Cyntoia Brown Story
2020
I Am Vanessa Guillen
2022
American Murder: The Family Next Door
2020
Crime Scene: The Texas Killing Fields
2022
Girl in the Picture
2022
Waiting for “Superman”
2010
Inside Bill’s Brain: Decoding Bill Gates
2019
Dick Johnson Is Dead
2020
Gasland
2010
Gasland Part II
2013
In My Blood It Runs
2019
Behind the White Glasses
2015
Misery Loves Comedy
2015
Davi’s Way
2017
Passion & Poetry: Sam’s Trucker Movie
2013
Minding the Gap
2018
Floyd Norman: An Animated Life
2016
Dans le labyrinthe de Marienbad
2005
Memories of Last Year in Marienbad
2010
The Movie Orgy
1968
Slasher
2004
The Real Miyagi
2015
McLibel
2005
The Square
2013
How to Make Money Selling Drugs
2012
Survivor’s Guide to Prison
2018
Pablo Escobar: King of Cocaine
1998
State 194
2012
Once Upon a Time… Contempt
2009
Directed by Bergman (The Making of Saraband)
2003
Lost Moon: The Triumph of Apollo 13
1996
All the President’s Men Revisited
2013
Rodney King
2017
When Borat Came to Town
2008
537 Votes
2020
The Last Party
1993
House of Surrogates
2013
For Madmen Only: The Stories of Del Close
2020
TV Junkie
2006
One of Us
2017
The Zen Diaries of Garry Shandling
2018
Chicago Boys
2015
Selfie
2019
War Comes to America
1945
Tigernut: Homeland of the wholehearted women
2018
Last Stand of the 300
2007
The Invocation
2010
I Am Jane Doe
2017
California Typewriter
2016
The Sixties
2014
The Seventies
2015
The Eighties
2016
The Nineties
2017
The 2000s
2018
The Last Mile
2018
The Mayo Clinic
2018
Defying the Nazis: The Sharps’ War
2016
The Road We’ve Traveled
2012
Prohibition
2011
Beyond All Boundaries
2009
The War
2008
El rey de Canfranc
2013
Soul
2017
Orozco the Embalmer
2001
One Soldier’s Story: The Journey of American Sniper
2015
The Making of Yaaba
1989
Girlfriend in a Coma
2012
Tupamaros
1997
In the same boat
2016
The Edge of Democracy
2019
Hannibal v Rome
2005
Who Is Arthur Chu?
2017
Minimalism: A Documentary About the Important Things
2015
Before the Flood
2016
"How Much Does Your Building Weigh, Mr Foster?"
2010
Tom Felton Meets the Superfans
2015
"Mr. Trump, Pardon the Interruption"
2019
American Selfie: One Nation Shoots Itself
2020
Sean Connery’s Edinburgh
1982
Me Facing Life: Cyntoia’s Story
2011
Half the Sky: Turning Oppression Into Opportunity for Women Worldwide
2012
A Class Apart: A Mexican American Civil Rights Story
2009
Zapatista
1999
The Challenge
2016
F for Fake
1973
Before the Flood
2005
Braxília
2010
Magicians: Life in the Impossible
2016
